book_id,Title,Book_category,Star_rating,Price,Stock,Quantity,user_input,สำนักพิมพ์,PublishedDate,add_date
3218,Wild Swans,YA,Two,14.36,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3219,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,Four,52.65,In stock,14,A. Edwards,TOR,2022-09-25,
3220,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,Four,38.2,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3221,What's It Like in Space?: Stories from Astronauts Who've Been There,Nonfiction,Two,19.6,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3222,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,One,53.9,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3223,Walt Disney's Alice in Wonderland,Childrens,Five,12.96,In stock,14,E. Barron,TOR,2022-09-25,
3224,V for Vendetta (V for Vendetta Complete),Default,Four,37.1,In stock,14,E. Barron,O' Reilly,2022-09-25,
3225,Until Friday Night (The Field Party #1),YA,Two,46.31,In stock,14,A. Edwards,TOR,2022-09-25,
3226,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,Two,45.95,In stock,14,E. Barron,TOR,2022-09-25,
3227,Twenty Yawns,Childrens,Two,22.08,In stock,14,A. Edwards,TOR,2022-09-25,
3228,Through the Woods,Sequential Art,Two,25.38,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3229,This Is Where It Ends,YA,Two,27.12,In stock,14,A. Edwards,TOR,2022-09-25,
3230,The Year of Magical Thinking,Nonfiction,Two,43.04,In stock,14,E. Barron,O' Reilly,2022-09-25,
3231,The Wright Brothers,Default,Four,56.8,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3232,The White Queen (The Cousins' War #1),Add a comment,Five,25.91,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3233,The Wedding Pact (The O'Malleys #2),Romance,Three,32.61,In stock,14,A. Edwards,TOR,2022-09-25,
3234,The Time Keeper,Fiction,Five,27.88,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3235,The Testament of Mary,Fiction,Four,52.67,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3236,The Star-Touched Queen,Fantasy,Five,46.02,In stock,14,E. Barron,O' Reilly,2022-09-25,
3237,The Songs of the Gods,Default,Five,44.48,In stock,14,E. Barron,O' Reilly,2022-09-25,
3238,The Song of Achilles,Add a comment,Five,37.4,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3239,The Rosie Project (Don Tillman #1),Default,One,54.04,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3240,The Power of Habit: Why We Do What We Do in Life and Business,Default,Three,16.88,In stock,14,A. Edwards,TOR,2022-09-25,
3241,The Marriage of Opposites,Historical Fiction,Four,28.08,In stock,14,A. Edwards,TOR,2022-09-25,
3242,The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,One,10.4,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3243,The Long Haul (Diary of a Wimpy Kid #9),Humor,One,44.07,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3244,The Loney,Horror,One,23.4,In stock,14,E. Barron,TOR,2022-09-25,
3245,The Literature Book (Big Ideas Simply Explained),Nonfiction,Three,17.43,In stock,14,E. Barron,O' Reilly,2022-09-25,
3246,The Last Mile (Amos Decker #2),Mystery,Two,54.21,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3247,The Immortal Life of Henrietta Lacks,Add a comment,Two,40.67,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3248,The Hidden Oracle (The Trials of Apollo #1),Fantasy,Two,52.26,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3249,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,Three,28.77,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3250,The Guilty (Will Robie #4),Thriller,Two,13.82,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3251,The First Hostage (J.B. Collins #2),Fiction,Three,25.85,In stock,14,E. Barron,O' Reilly,2022-09-25,
3252,The Dovekeepers,Add a comment,One,48.78,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3253,The Darkest Lie,YA,Five,35.35,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3254,The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,Four,44.73,In stock,14,E. Barron,TOR,2022-09-25,
3255,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,Nonfiction,One,15.77,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3256,The 14th Colony (Cotton Malone #11),Thriller,One,39.24,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3257,That Darkness (Gardiner and Renner #1),Mystery,One,13.92,In stock,14,E. Barron,TOR,2022-09-25,
3258,Tastes Like Fear (DI Marnie Rome #3),Mystery,One,10.69,In stock,14,E. Barron,TOR,2022-09-25,
3259,Take Me with You,Fiction,Three,45.21,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3260,Swell: A Year of Waves,Nonfiction,One,45.58,In stock,14,A. Edwards,TOR,2022-09-25,
3261,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,Five,11.89,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3262,Still Life with Bread Crumbs,Fiction,Three,26.41,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3263,Steve Jobs,Default,Five,39.5,In stock,14,A. Edwards,TOR,2022-09-25,
3264,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,Four,44.74,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3265,Someone Like You (The Harrisons #2),Contemporary,Five,52.79,In stock,14,E. Barron,O' Reilly,2022-09-25,
3266,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,Four,35.43,In stock,14,E. Barron,TOR,2022-09-25,
3267,Shtum,Fiction,Four,55.84,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3268,See America: A Celebration of Our National Parks & Treasured Sites,Travel,Three,48.87,In stock,14,A. Edwards,TOR,2022-09-25,
3269,salt.,Poetry,Four,46.78,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3270,Robin War,Sequential Art,Three,47.82,In stock,14,M.Bridges,TOR,2022-09-25,
3271,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,Two,25.48,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3272,Rain Fish,Childrens,Three,23.57,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3273,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,Five,50.89,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3274,Pet Sematary,Horror,Three,10.56,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3275,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,Three,52.15,In stock,14,E. Barron,TOR,2022-09-25,
3276,Once Was a Time,Childrens,Two,18.28,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3277,Old School (Diary of a Wimpy Kid #10),Humor,Five,11.83,In stock,14,M.Bridges,TOR,2022-09-25,
3278,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Nonfiction,Two,21.95,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3279,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,Two,38.39,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3280,My Name Is Lucy Barton,Fiction,One,41.56,In stock,14,A. Edwards,TOR,2022-09-25,
3281,My Mrs. Brown,Fiction,Three,24.48,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3282,My Kind of Crazy,YA,One,40.36,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3283,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,One,28.9,In stock,14,A. Edwards,TOR,2022-09-25,
3284,More Than Music (Chasing the Dream #1),Add a comment,Two,37.61,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3285,Made to Stick: Why Some Ideas Survive and Others Die,Business,Five,38.85,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3286,Luis Paints the World,Childrens,Three,53.95,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3287,Luckiest Girl Alive,Default,Three,49.83,In stock,14,E. Barron,O' Reilly,2022-09-25,
3288,Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,Two,51.51,In stock,14,A. Edwards,TOR,2022-09-25,
3289,Love Is a Mix Tape (Music #1),Music,One,18.03,In stock,14,E. Barron,TOR,2022-09-25,
3290,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,Five,29.14,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3291,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,Four,46.91,In stock,14,E. Barron,O' Reilly,2022-09-25,
3292,Let It Out: A Journey Through Journaling,Nonfiction,Five,26.79,In stock,14,M.Bridges,TOR,2022-09-25,
3293,Lady Midnight (The Dark Artifices #1),Default,Five,16.28,In stock,14,E. Barron,O' Reilly,2022-09-25,
3294,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,One,19.55,In stock,14,M.Bridges,TOR,2022-09-25,
3295,Island of Dragons (Unwanteds #7),Fantasy,One,29.65,In stock,14,E. Barron,TOR,2022-09-25,
3296,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,Four,25.98,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3297,I Am Pilgrim (Pilgrim #1),Fiction,Four,10.6,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3298,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,Five,14.75,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3299,"Hush, Hush (Hush, Hush #1)",Default,Three,47.02,In stock,14,M.Bridges,TOR,2022-09-25,
3300,Hold Your Breath (Search and Rescue #1),Romance,One,28.82,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3301,Hamilton: The Revolution,Nonfiction,Three,58.79,In stock,14,E. Barron,TOR,2022-09-25,
3302,Greek Mythic History,Default,Five,10.23,In stock,14,E. Barron,TOR,2022-09-25,
3303,God: The Most Unpleasant Character in All Fiction,Religion,Five,30.03,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3304,Glory over Everything: Beyond The Kitchen House,Historical Fiction,Three,45.84,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3305,Feathers: Displays of Brilliant Plumage,Art,Three,49.05,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3306,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",Nonfiction,Four,15.06,In stock,14,M.Bridges,TOR,2022-09-25,
3307,Every Last Word,Default,Three,46.47,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3308,Eligible (The Austen Project #4),Fiction,Three,27.09,In stock,14,E. Barron,TOR,2022-09-25,
3309,El Deafo,Sequential Art,Five,57.62,In stock,14,E. Barron,O' Reilly,2022-09-25,
3310,Eight Hundred Grapes,Fiction,Four,14.39,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3311,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,Five,51.75,In stock,14,E. Barron,O' Reilly,2022-09-25,
3312,"Eat Fat, Get Thin",Health,Two,54.07,In stock,14,E. Barron,TOR,2022-09-25,
3313,Don't Get Caught,Young Adult,One,55.35,In stock,14,M.Bridges,TOR,2022-09-25,
3314,Doctor Sleep (The Shining #2),Horror,Two,40.12,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3315,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,Five,37.51,In stock,14,M.Bridges,TOR,2022-09-25,
3316,Dear Mr. Knightley,Fiction,Five,11.21,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3317,Daily Fantasy Sports,Default,One,36.58,In stock,14,E. Barron,O' Reilly,2022-09-25,
3318,Crazy Love: Overwhelmed by a Relentless God,Christian,Two,47.72,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3319,Cometh the Hour (The Clifton Chronicles #6),Fiction,Three,25.01,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3320,Code Name Verity (Code Name Verity #1),Add a comment,Four,22.13,In stock,14,A. Edwards,Dragonsteel,2022-09-25,
3321,Clockwork Angel (The Infernal Devices #1),Default,One,44.14,In stock,14,M.Bridges,TOR,2022-09-25,
3322,City of Glass (The Mortal Instruments #3),Fantasy,Four,56.02,In stock,14,M.Bridges,TOR,2022-09-25,
3323,City of Fallen Angels (The Mortal Instruments #4),Default,Four,11.23,In stock,14,M.Bridges,TOR,2022-09-25,
3324,City of Bones (The Mortal Instruments #1),Default,One,43.28,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3325,City of Ashes (The Mortal Instruments #2),Default,One,47.27,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3326,Cell,Add a comment,Four,20.29,In stock,14,A. Edwards,TOR,2022-09-25,
3327,Catching Jordan (Hundred Oaks),Young Adult,Three,50.83,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3328,"Carry On, Warrior: Thoughts on Life Unarmed",Default,Three,31.85,In stock,14,M.Bridges,Dragonsteel,2022-09-25,
3329,Carrie,Default,Two,46.23,In stock,14,E. Barron,O' Reilly,2022-09-25,
3330,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,Four,37.8,In stock,14,E. Barron,TOR,2022-09-25,
3331,Brain on Fire: My Month of Madness,Nonfiction,Five,49.32,In stock,14,M.Bridges,TOR,2022-09-25,
3332,Batman: Europa,Sequential Art,Two,32.01,In stock,14,A. Edwards,TOR,2022-09-25,
3333,Barefoot Contessa Back to Basics,Food and Drink,One,28.01,In stock,14,A. Edwards,TOR,2022-09-25,
3334,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,Five,50.62,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3335,Balloon Animals,Fiction,Three,17.03,In stock,14,E. Barron,Dragonsteel,2022-09-25,
3336,Art Ops Vol. 1,Sequential Art,Three,48.8,In stock,14,M.Bridges,TOR,2022-09-25,
3337,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,Four,58.14,In stock,14,A. Edwards,TOR,2022-09-25,
3338,Angels Walking (Angels Walking #1),Add a comment,Two,34.2,In stock,14,M.Bridges,TOR,2022-09-25,
3339,Angels & Demons (Robert Langdon #1),Default,Three,51.48,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3340,All the Light We Cannot See,Historical,Five,29.87,In stock,14,E. Barron,O' Reilly,2022-09-25,
3341,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,Two,10.9,In stock,14,A. Edwards,TOR,2022-09-25,
3342,Abstract City,Nonfiction,Five,56.37,In stock,14,E. Barron,TOR,2022-09-25,
3343,A Time of Torment (Charlie Parker #14),Mystery,Five,48.35,In stock,14,A. Edwards,TOR,2022-09-25,
3344,A Study in Scarlet (Sherlock Holmes #1),Mystery,Two,16.73,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3345,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,Two,56.48,In stock,14,A. Edwards,O' Reilly,2022-09-25,
3346,A People's History of the United States,Add a comment,Two,40.79,In stock,14,E. Barron,TOR,2022-09-25,
3347,A Man Called Ove,Fiction,One,39.72,In stock,14,E. Barron,TOR,2022-09-25,
3348,A Distant Mirror: The Calamitous 14th Century,History,Three,14.58,In stock,14,E. Barron,O' Reilly,2022-09-25,
3349,A Brush of Wings (Angels Walking #3),Add a comment,One,55.51,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3350,1491: New Revelations of the Americas Before Columbus,History,Three,21.8,In stock,14,M.Bridges,O' Reilly,2022-09-25,
3351,"The Three Searches, Meaning, and the Story",Default,Three,13.33,In stock,13,E. Barron,Dragonsteel,2022-09-25,
3352,Searching for Meaning in Gailana,Fantasy,One,38.73,In stock,13,M.Bridges,O' Reilly,2022-09-25,
3353,Rook,Add a comment,Four,37.86,In stock,13,E. Barron,Dragonsteel,2022-09-25,
3354,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,Two,11.53,In stock,13,E. Barron,O' Reilly,2022-09-25,
3355,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,One,27.06,In stock,13,M.Bridges,O' Reilly,2022-09-25,
3356,Will You Won't You Want Me?,Womens Fiction,Three,13.86,In stock,12,E. Barron,TOR,2022-09-25,
3357,Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,One,37.55,In stock,12,M.Bridges,Dragonsteel,2022-09-25,
3358,The Star-Touched Queen,Fantasy,Five,46,In stock,14,E. Bledsoe,O'Reilly,2022-09-25,
3359,The Silent Sister (Riley MacPherson #1),Fiction,Five,46.29,In stock,12,E. Barron,Dragonsteel,2022-09-25,
3360,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,One,26.2,In stock,12,E. Barron,TOR,2022-09-25,
3361,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,Two,33.26,In stock,12,M.Bridges,Dragonsteel,2022-09-25,
3362,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,Four,59.15,In stock,12,M.Bridges,Dragonsteel,2022-09-25,
3363,The Golden Condom: And Other Essays on Love Lost and Found,Psychology,One,39.43,In stock,12,A. Edwards,O' Reilly,2022-09-25,
3364,The Epidemic (The Program 0.6),Young Adult,Five,14.44,In stock,12,M.Bridges,O' Reilly,2022-09-25,
3365,The Dinner Party,Fiction,Two,56.54,In stock,12,E. Barron,TOR,2022-09-25,
3366,The Diary of a Young Girl,Nonfiction,Three,59.9,In stock,12,M.Bridges,O' Reilly,2022-09-25,
3367,The Children,Add a comment,Three,11.88,In stock,12,M.Bridges,Dragonsteel,2022-09-25,
3368,Stars Above (The Lunar Chronicles #4.5),Young Adult,Two,48.05,In stock,12,A. Edwards,O' Reilly,2022-09-25,
3369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,Three,21.21,In stock,12,E. Barron,O' Reilly,2022-09-25,
3370,Raspberry Pi Electronics Projects for the Evil Genius,Default,Four,49.67,In stock,12,M.Bridges,O' Reilly,2022-09-25,
3371,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,One,43.14,In stock,12,A. Edwards,TOR,2022-09-25,
3372,Psycho: Sanitarium (Psycho #1.5),Horror,Five,36.97,In stock,12,A. Edwards,TOR,2022-09-25,
3373,Poisonous (Max Revere Novels #3),Mystery,Three,26.8,In stock,12,A. Edwards,Dragonsteel,2022-09-25,
3374,One with You (Crossfire #5),Add a comment,Four,15.71,In stock,12,A. Edwards,O' Reilly,2022-09-25,
3375,No Love Allowed (Dodge Cove #1),Young Adult,Four,54.65,In stock,12,M.Bridges,TOR,2022-09-25,
3376,Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,Four,54.36,In stock,12,A. Edwards,O' Reilly,2022-09-25,
3377,Most Wanted,Mystery,Three,35.28,In stock,12,M.Bridges,O' Reilly,2022-09-25,
3378,"Love, Lies and Spies",Historical Fiction,Two,20.55,In stock,12,E. Barron,TOR,2022-09-25,
3379,How to Speak Golf: An Illustrated Guide to Links Lingo,Default,Five,58.32,In stock,12,E. Barron,TOR,2022-09-25,
3380,Hide Away (Eve Duncan #20),Mystery,One,11.84,In stock,12,E. Barron,TOR,2022-09-25,
3381,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,Four,41.46,In stock,12,A. Edwards,Dragonsteel,2022-09-25,
3382,Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,Five,20.1,In stock,12,M.Bridges,Dragonsteel,2022-09-25,
3383,Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,One,56.86,In stock,12,A. Edwards,Dragonsteel,2022-09-25,
3384,Eleanor & Park,Default,Five,56.51,In stock,12,M.Bridges,O' Reilly,2022-09-25,
3385,Dirty (Dive Bar #1),Romance,Four,40.83,In stock,12,A. Edwards,TOR,2022-09-25,
3386,Can You Keep a Secret? (Fear Street Relaunch #4),Horror,One,48.64,In stock,12,A. Edwards,TOR,2022-09-25,
3387,Boar Island (Anna Pigeon #19),Mystery,Three,59.48,In stock,12,E. Barron,TOR,2022-09-25,
3388,A Paris Apartment,Historical Fiction,Four,39.01,In stock,12,A. Edwards,O' Reilly,2022-09-25,
3389,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,One,38.77,In stock,12,E. Barron,O' Reilly,2022-09-25,
3390,Troublemaker: Surviving Hollywood and Scientology,Default,Two,48.39,In stock,11,M.Bridges,Dragonsteel,2022-09-25,
3391,The Widow,Mystery,Two,27.26,In stock,11,M.Bridges,TOR,2022-09-25,
3392,"The Sleep Revolution: Transforming Your Life, One Night at a Time",Nonfiction,Four,11.68,In stock,11,A. Edwards,TOR,2022-09-25,
3393,The Improbability of Love,Fiction,One,59.45,In stock,11,A. Edwards,O' Reilly,2022-09-25,
3394,The Art of Startup Fundraising,Business,Three,21.0,In stock,11,A. Edwards,TOR,2022-09-25,
3395,Take Me Home Tonight (Rock Star Romance #3),Romance,Three,53.98,In stock,11,A. Edwards,Dragonsteel,2022-09-25,
3396,Sleeping Giants (Themis Files #1),Science Fiction,One,48.74,In stock,11,E. Barron,TOR,2022-09-25,
3397,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,Two,21.15,In stock,11,E. Barron,TOR,2022-09-25,
3398,Playing with Fire,Mystery,Three,13.71,In stock,11,A. Edwards,O' Reilly,2022-09-25,
3399,Off the Hook (Fishing for Trouble #1),Romance,Three,47.67,In stock,11,M.Bridges,TOR,2022-09-25,
3400,Mothering Sunday,Fiction,Two,13.34,In stock,11,M.Bridges,O' Reilly,2022-09-25,
3401,"Mother, Can You Not?",Nonfiction,Five,16.89,In stock,11,E. Barron,TOR,2022-09-25,
3402,M Train,Autobiography,One,27.18,In stock,11,M.Bridges,Dragonsteel,2022-09-25,
3403,Lilac Girls,Historical Fiction,Two,17.28,In stock,11,E. Barron,O' Reilly,2022-09-25,
3404,Lies and Other Acts of Love,Fiction,One,45.14,In stock,11,E. Barron,TOR,2022-09-25,
3405,Lab Girl,Autobiography,One,40.85,In stock,11,E. Barron,O' Reilly,2022-09-25,
3406,Keep Me Posted,Womens Fiction,Four,20.46,In stock,11,M.Bridges,O' Reilly,2022-09-25,
3407,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,Three,56.27,In stock,11,E. Barron,TOR,2022-09-25,
3408,Grey (Fifty Shades #4),Womens Fiction,Four,48.49,In stock,11,M.Bridges,TOR,2022-09-25,
3409,"Exit, Pursued by a Bear",Young Adult,Four,51.34,In stock,11,A. Edwards,O' Reilly,2022-09-25,
3410,Daredevils,Fiction,Three,16.34,In stock,11,A. Edwards,Dragonsteel,2022-09-25,
3411,Cravings: Recipes for What You Want to Eat,Food and Drink,Three,20.5,In stock,11,M.Bridges,TOR,2022-09-25,
3412,Born for This: How to Find the Work You Were Meant to Do,Business,Five,21.59,In stock,11,E. Barron,O' Reilly,2022-09-25,
3413,Arena,Science Fiction,Four,21.36,In stock,11,M.Bridges,O' Reilly,2022-09-25,
3414,Adultery,Default,Five,20.88,In stock,11,M.Bridges,TOR,2022-09-25,
3415,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,Three,19.53,In stock,11,E. Barron,O' Reilly,2022-09-25,
3416,A Gentleman's Position (Society of Gentlemen #3),Romance,Five,14.75,In stock,11,E. Barron,Dragonsteel,2022-09-25,
3417,11/22/63,Fiction,Three,48.48,In stock,11,A. Edwards,TOR,2022-09-25,
3418,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,Two,24.57,In stock,10,M.Bridges,O' Reilly,2022-09-25,
3419,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,Five,49.71,In stock,10,E. Barron,TOR,2022-09-25,
3420,Without Shame,Add a comment,Five,48.27,In stock,9,A. Edwards,TOR,2022-09-25,
3421,Watchmen,Add a comment,Four,58.05,In stock,9,M.Bridges,Dragonsteel,2022-09-25,
3422,Unlimited Intuition Now,Default,Four,58.87,In stock,9,E. Barron,O' Reilly,2022-09-25,
3423,Underlying Notes,Default,Two,11.82,In stock,9,E. Barron,O' Reilly,2022-09-25,
3424,The Shack,Fiction,One,28.03,In stock,9,A. Edwards,Dragonsteel,2022-09-25,
3425,The New Brand You: Your New Image Makes the Sale for You,Default,Five,44.05,In stock,9,E. Barron,Dragonsteel,2022-09-25,
3426,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,Four,12.34,In stock,9,A. Edwards,TOR,2022-09-25,
3427,The Flowers Lied,Default,Two,16.68,In stock,9,E. Barron,TOR,2022-09-25,
3428,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,One,55.91,In stock,9,E. Barron,TOR,2022-09-25,
3429,The Book of Mormon,Religion,Three,24.57,In stock,9,M.Bridges,TOR,2022-09-25,
3430,The Art and Science of Low Carbohydrate Living,Health,Five,52.98,In stock,9,E. Barron,TOR,2022-09-25,
3431,The Alien Club,Young Adult,One,54.4,In stock,9,A. Edwards,TOR,2022-09-25,
3432,Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,Five,54.81,In stock,9,E. Barron,Dragonsteel,2022-09-25,
3433,Nap-a-Roo,Childrens,One,25.08,In stock,9,M.Bridges,O' Reilly,2022-09-25,
3434,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,Four,10.41,In stock,9,A. Edwards,O' Reilly,2022-09-25,
3435,Modern Day Fables,Default,Two,47.44,In stock,9,E. Barron,TOR,2022-09-25,
3436,If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,One,20.91,In stock,9,M.Bridges,O' Reilly,2022-09-25,
3437,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,Four,33.95,In stock,9,A. Edwards,Dragonsteel,2022-09-25,
3438,Dress Your Family in Corduroy and Denim,Humor,Three,43.68,In stock,9,A. Edwards,O' Reilly,2022-09-25,
3439,Don't Forget Steven,Young Adult,One,33.23,In stock,9,E. Barron,Dragonsteel,2022-09-25,
3440,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,Two,35.92,In stock,9,M.Bridges,O' Reilly,2022-09-25,
3441,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,Four,48.63,In stock,9,A. Edwards,TOR,2022-09-25,
3442,A Shard of Ice (The Black Symphony Saga #1),Fantasy,Three,56.63,In stock,9,E. Barron,O' Reilly,2022-09-25,
3443,A Hero's Curse (The Unseen Chronicles #1),Add a comment,Three,50.49,In stock,9,A. Edwards,Dragonsteel,2022-09-25,
3444,23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,Two,35.79,In stock,9,A. Edwards,TOR,2022-09-25,
3445,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,Three,34.06,In stock,8,A. Edwards,Dragonsteel,2022-09-25,
